TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-01-06,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8483609000,0000,0000,LOS DEMÁS,DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,3.700,529.760,5.530,5.300,540.590,2.00000,0.000,0.000,2.700,0.000,0.000,65.190,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-02,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9005100000,0000,0000,BINOCULARES (INCLUIDOS LOS PRISMATICOS),US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.670,159.750,1.005,1.598,162.353,2.00000,0.000,0.000,0.810,0.000,0.000,25.390,48.400,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-21,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8474900000,0000,0000,Partes,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.150,26.610,0.620,0.270,27.500,1.00000,0.000,0.000,0.140,0.000,0.000,3.320,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-01-13,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8208400000,0000,0000,"Para máquinas agrícolas, hortícolas o forestales",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,24.630,841.250,36.940,8.410,886.600,226.00000,0.000,0.000,4.430,0.000,0.000,106.920,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-04-09,055-QUITO,91-COURIER IMPORTACION,2710990000,0000,0000,LOS DEMÁS,ES-ESPAÑA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.930,155.710,62.960,1.560,220.230,3.00000,0.000,0.000,1.100,0.000,0.000,26.560,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-01-04,055-QUITO,91-COURIER IMPORTACION,3209100000,0000,0000,A BASE DE POLIMEROS ACRILICOS O VINILICOS,SV-EL SALVADOR,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,31.960,73.310,301.690,0.730,375.730,30.00000,0.000,0.000,1.880,0.000,0.000,45.310,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-05-20,055-QUITO,91-COURIER IMPORTACION,8521100000,0000,0000,DE CINTA MAGNETICA,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,6.270,130.000,9.400,1.300,140.700,1.00000,0.000,0.000,0.700,0.000,0.000,21.690,39.390,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-05-27,055-QUITO,91-COURIER IMPORTACION,8416900000,0000,0000,Partes,BR-BRASIL,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.520,58.500,1.500,0.590,60.590,1.00000,0.000,0.000,0.300,0.000,0.000,7.310,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-10,055-QUITO,91-COURIER IMPORTACION,8533290000,0000,0000,LAS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.270,54.560,0.400,0.550,55.510,303.00000,0.000,0.000,0.280,0.000,0.000,6.690,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-05-02,055-QUITO,91-COURIER IMPORTACION,8533290000,0000,0000,LAS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,2.210,45.000,3.320,0.450,48.770,15.00000,0.000,0.000,0.240,0.000,0.000,5.880,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-19,055-QUITO,91-COURIER IMPORTACION,8448490000,0000,0000,Los demás,ES-ESPAÑA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,2.400,440.580,3.600,4.410,448.590,1.00000,0.000,0.000,2.240,0.000,0.000,54.100,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-02-14,055-QUITO,91-COURIER IMPORTACION,8483609000,0000,0000,LOS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.660,46.480,2.490,0.460,49.430,1.00000,0.000,0.000,0.250,0.000,0.000,5.960,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-01-31,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4009320000,0000,0000,Con accesorios,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.280,9.260,0.420,0.090,9.770,1.00000,0.000,0.000,0.050,0.000,0.000,1.180,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-29,055-QUITO,91-COURIER IMPORTACION,8448490000,0000,0000,Los demás,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,5.800,68.000,8.700,0.680,77.380,8.00000,0.000,0.000,0.390,0.000,0.000,9.330,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-04-04,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8708210000,0000,0000,CINTURONES DE SEGURIDAD,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,5.350,183.800,8.020,1.840,193.660,4.00000,0.000,0.000,0.970,0.000,0.000,23.360,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-01-09,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8467810000,0000,0000,"Sierras o tronzadoras, de cadena",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,4.320,45.800,6.480,0.460,52.740,1.00000,0.000,0.000,0.260,0.000,0.000,6.360,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-04-08,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,3924900000,0000,0000,Los demás,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.020,0.680,0.030,0.010,0.720,1.00000,0.000,0.000,0.000,0.000,0.000,0.090,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-05-20,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,3215190010,0000,0001,"Tintas flexográficas sin solventes de curado a la exposición de luz ultravioleta, para imprimir sobre sustratos plásticos.",CO-COLOMBIA,NO APLICA,NO APLICA,NO APLICA,30-KILOGRAMO FINO,13.500,605.880,129.500,6.060,741.440,13.00000,0.000,0.000,3.710,0.000,0.000,89.420,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-02-11,055-QUITO,91-COURIER IMPORTACION,4009420000,0000,0000,Con accesorios,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.540,37.720,0.810,0.380,38.910,1.00000,0.000,0.000,0.190,0.000,0.000,4.920,1.910,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-01-24,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8505909000,0000,0000,PARTES,TR-TURQUIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.320,56.680,0.480,0.570,57.730,1.00000,0.000,0.000,0.290,0.000,0.000,7.310,2.860,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-04-15,055-QUITO,91-COURIER IMPORTACION,9001500000,0000,0000,LENTES DE OTRAS MATERIAS PARA GAFAS (ANTEOJOS),CO-COLOMBIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,3.720,2102.910,5.880,21.030,2129.820,98.00000,0.000,0.000,10.650,0.000,0.000,256.850,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-29,055-QUITO,91-COURIER IMPORTACION,3924900000,0000,0000,Los demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.040,14.520,0.060,0.150,14.730,2.00000,0.000,0.000,0.070,0.000,0.000,1.780,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-11,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4420900000,0000,0000,Los demás,ES-ESPAÑA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.650,39.200,2.480,0.390,42.070,1.00000,0.000,0.000,0.210,0.000,0.000,6.500,11.880,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-02-04,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,3924900000,0000,0000,Los demás,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.060,1.940,0.070,0.020,2.030,1.00000,0.000,0.000,0.010,0.000,0.000,0.240,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-01-27,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,6506100090,0000,0000,Los demás,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.260,85.000,1.770,0.850,87.620,1.00000,0.000,0.000,0.440,0.000,0.000,13.660,25.760,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-02-09,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,3924900000,0000,0000,Los demás,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.050,1.960,0.080,0.020,2.060,1.00000,0.000,0.000,0.010,0.000,0.000,0.250,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-04,055-QUITO,91-COURIER IMPORTACION,4420900000,0000,0000,Los demás,BR-BRASIL,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,7.040,29.500,10.570,0.300,40.370,36.00000,0.000,0.000,0.200,0.000,0.000,5.940,8.940,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-02-10,055-QUITO,91-COURIER IMPORTACION,9001500000,0000,0000,LENTES DE OTRAS MATERIAS PARA GAFAS (ANTEOJOS),CO-COLOMBIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.560,1293.200,3.290,12.940,1309.430,42.00000,0.000,0.000,6.550,0.000,0.000,157.910,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-02-07,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8708210000,0000,0000,CINTURONES DE SEGURIDAD,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,8.800,181.750,13.200,1.820,196.770,61.00000,0.000,0.000,0.980,0.000,0.000,23.730,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-01-14,055-QUITO,91-COURIER IMPORTACION,6506100090,0000,0000,Los demás,ES-ESPAÑA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,10.500,1394.140,15.750,13.940,1423.830,10.00000,0.000,0.000,7.120,0.000,0.000,222.400,422.420,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-01-28,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,7508909000,0000,0000,Las demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,3.930,476.780,5.890,4.770,487.440,43.00000,0.000,0.000,2.440,0.000,0.000,58.790,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-04-28,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9021102000,0000,0000,PARA FRACTURAS,AR-ARGENTINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.670,274.460,2.510,2.740,279.710,22.00000,0.000,0.000,1.400,0.000,0.000,35.400,13.860,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-01-07,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8412310000,0000,0000,Con movimiento rectilíneo (cilindros),US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.340,339.180,2.010,3.390,344.580,2.00000,0.000,0.000,1.720,0.000,0.000,43.610,17.130,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-02,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8512901000,0000,0000,BRAZOS Y CUCHILLAS PARA LIMPIAPARABRISAS DE VEHÍCULOS AUTOMÓVILES Y VELOCÍPEDOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.610,29.660,16.460,0.220,46.340,1.00000,0.000,0.000,0.230,0.000,0.000,5.950,2.990,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-01-23,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8528420000,0000,0001,"MAYOR A 32 PERO MENOR O IGUAL A 41 PULGADAS, RES. 70  .AR.ESP. 140,32 C/U",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,10.120,399.990,15.180,4.000,419.170,1.00000,0.000,0.000,2.100,0.000,0.000,69.810,20.200,140.320
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-02,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,9021102000,0000,0000,PARA FRACTURAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,5.650,298.350,8.480,2.980,309.810,20.00000,0.000,0.000,1.550,0.000,0.000,39.170,15.070,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-05-25,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4420900000,0000,0000,Los demás,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.070,2.080,0.140,0.020,2.240,1.00000,0.000,0.000,0.010,0.000,0.000,0.350,0.630,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-02-24,055-QUITO,91-COURIER IMPORTACION,8519309000,0000,0000,LOS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,4.710,214.140,7.820,2.140,224.100,2.00000,0.000,0.000,1.120,0.000,0.000,34.810,64.890,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-29,055-QUITO,91-COURIER IMPORTACION,9021102000,0000,0000,PARA FRACTURAS,CO-COLOMBIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,2.520,3100.780,138.940,31.010,3270.730,6.00000,0.000,0.000,16.350,0.000,0.000,413.240,156.590,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-05-17,055-QUITO,91-COURIER IMPORTACION,9506320000,0000,0000,PELOTAS,AR-ARGENTINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.160,5.000,0.260,0.050,5.310,1.00000,0.000,0.000,0.030,0.000,0.000,0.820,1.520,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-02-24,055-QUITO,91-COURIER IMPORTACION,3920990000,0000,0000,De los demás plásticos,DE-ALEMANIA,NO APLICA,NO APLICA,0800-PROTOCOLO DE ADHESION DEL ECUADOR AL ACUERDO COMERCIAL MULTIPARTES CON LA UNION EUROPEA,11-NUMERO DE UNIDADES,3.800,231.160,85.550,2.310,319.020,100.00000,0.000,0.000,1.600,0.000,0.000,39.870,11.670,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-08,055-QUITO,91-COURIER IMPORTACION,4009420000,0000,0000,Con accesorios,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,2.290,79.900,42.580,0.800,123.280,5.00000,0.000,0.000,0.620,0.000,0.000,15.350,4.040,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-04-01,055-QUITO,91-COURIER IMPORTACION,4420900000,0000,0000,Los demás,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.910,12.190,1.370,0.120,13.680,1.00000,0.000,0.000,0.070,0.000,0.000,2.090,3.690,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-05-26,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8528720049,0000,0001,"MAYOR A 32 PERO MENOR O IGUAL A 41 PULGADAS, RES. 70 AR.ESP. 140,32 C/U",CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,13.220,97.000,19.500,0.970,117.470,1.00000,0.000,0.000,0.590,0.000,0.000,31.590,4.900,140.320
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-02-09,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,3215190090,0000,0001,Los demás.,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,39.460,1530.000,59.190,15.300,1604.490,3.00000,0.000,0.000,8.020,0.000,0.000,193.500,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-01,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4016999000,0000,0000,Las demás,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.060,2.210,0.090,0.020,2.320,1.00000,0.000,0.000,0.010,0.000,0.000,0.280,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-22,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4016992100,0000,0000,Guardapolvos para palieres,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.710,46.440,1.060,0.460,47.960,2.00000,0.000,0.000,0.240,0.000,0.000,6.630,7.040,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-05-28,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4820500000,0000,0000,Albumes para muestras o para colecciones,GB-REINO UNIDO DE GRAN BRETAÑA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,2.000,197.630,13.260,1.980,212.870,2.00000,0.000,0.000,1.060,0.000,0.000,32.850,59.880,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-04-27,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8302101000,0000,0000,Para vehículos automóviles,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,1.050,32.090,1.580,0.320,33.990,1.00000,0.000,0.000,0.170,0.000,0.000,4.680,4.860,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-04-28,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8483200000,0000,0000,CAJAS DE COJINETES CON RODAMIENTOS INCORPORADOS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,5.470,183.780,8.200,1.840,193.820,44.00000,0.000,0.000,0.970,0.000,0.000,23.370,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-01-10,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8456200000,0000,0000,Que operen por ultrasonido,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,15.790,376.000,23.680,3.760,403.440,4.00000,0.000,0.000,2.020,0.000,0.000,48.660,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-03-18,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,4016991000,0000,0000,Otros artículos para usos técnicos,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.340,40.290,0.520,0.400,41.210,13.00000,0.000,0.000,0.210,0.000,0.000,4.970,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-05-19,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8537200000,0000,0000,PARA UNA TENSION SUPERIOR A 1.000 V,ES-ESPAÑA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,2.980,2054.810,3.000,20.550,2078.360,1.00000,0.000,0.000,10.390,0.000,0.000,250.650,0.000,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-04-30,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8302101000,0000,0000,Para vehículos automóviles,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,0.900,20.790,1.350,0.210,22.350,1.00000,0.000,0.000,0.110,0.000,0.000,3.070,3.150,0.000
IMP.SMPL.,10-SALIDA AUTORIZADA,2022-05-09,019-GUAYAQUIL - AEREO,91-COURIER IMPORTACION,8501404900,0000,0000,LOS DEMAS,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,25.300,110.000,37.950,1.100,149.050,11.00000,0.000,0.000,0.750,0.000,0.000,17.980,0.000,0.000
