TIPO_IMPORTACION,ESTADO_DECLARACION,FEC_INGRESO,DISTRITO,REGIMEN,SUBPARTIDA,CODIGO_COMPLEMENTARIO,CODIGO_SUPLEMENTARIO,DESCRIPCION_ARANCELARIA,PAIS_ORIGEN,CODIGO_LIBERACION,TRATAMIENTO_PREFERENCIAL,CONVENIO_INTERNACIONAL,TIPO_UNIDAD_FISICA,TIPO_UNIDAD_COMERCIAL,PESO_NETO,FOB,FLETE,SEGURO,CIF,CANTIDAD_FISICA,CANTIDAD_COMERCIAL,SALVAGUARDIA,SALVAGUARDIA_ESPECIFICA,FODINFA,ICE_ADVALOREM,ICE_ESPECIFICO,IVA,ADVALOREM,ADVALOREM_ESPECIFICO
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-08-13,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8526910000,0000,0001,"5% SOLO PARA RADIOBOYAS, EQUIPOS DE NAVEGACIÓN PARA BUQUES Y BARCOS PESQUEROS Y PARA EQUIPOS DE RADIO PARA FAENAS DE PESCA, EXCEPTO PARA LOS PAÍSES PERTENENCIENTES A LA UNION EUROPEA.",US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,20.73,5005.56,356.903,12.513,5374.976,9,9,0.000,0.000,26.870,0.000,0.000,680.480,268.750,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-11-28,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8531200000,0000,0000,"TABLEROS INDICADORES CON DISPOSITIVOS DE CRISTAL LIQUIDO (LCD) O DIODOS EMISORES DE LUZ (LED), INCORPORADOS",JP-JAPON,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,3,2953.07,0,3.85,2956.92,8,8,0.000,0.000,16.050,0.000,0.000,387.180,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-08-13,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,Accesorios,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,2.1,90.7,4.235,0.949,95.884,26,26,0.000,0.000,0.480,0.000,0.000,13.290,14.380,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-10-30,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009410000,0000,0000,Sin accesorios,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,1.06,32.63,1.58,0.03,34.24,1.06,1,0.000,0.000,0.170,0.000,0.000,4.750,5.140,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-08-20,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,Accesorios,PE-PERU,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,PZA-PIEZAS,320.56,3608.87,675.32,27.33,4311.52,320.56,155,0.000,0.000,21.550,0.000,0.000,597.570,646.740,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-08-09,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8413819000,0000,0000,Las demás,IT-ITALIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,6.063,69.4,14.22,0.697,84.317,1,1,0.000,0.000,0.420,0.000,0.000,10.670,4.220,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-12-21,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8414100000,0000,0000,Bombas de vacío,AT-AUSTRIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,0.14,2927.74,0,29.29,2957.03,3,3,0.000,0.000,14.790,0.000,0.000,374.490,147.900,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-10-04,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,6813810000,0000,0000,Guarniciones para frenos,DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,2.952,107.105,9.801,0.172,117.078,2,2,0.000,0.000,0.590,0.000,0.000,16.930,23.420,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-07-29,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8413819000,0000,0000,Las demás,GB-REINO UNIDO DE GRAN BRETAÑA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,3.75,2360.88,50,23.61,2434.49,1,1,0.000,0.000,12.170,0.000,0.000,308.210,121.720,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-11-27,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9013100000,0000,0000,"MIRAS TELESCOPICAS PARA ARMAS; PERISCOPIOS; VISORES PARA MAQUINAS, APARATOS O INSTRUMENTOS DE ESTE CAPITULO O LA SECCION XVI",DK-DINAMARCA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,11.39,541.489,0,1.838,543.327,27,27,0.000,0.000,2.980,0.000,0.000,71.730,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-07-30,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,39.467,14173.59,7.16,60.873,14241.623,201,201,0.000,0.000,72.920,0.000,0.000,1934.210,1458.690,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-09-24,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8536419000,0000,0000,LOS DEMÁS,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,11.053,591.34,52.43,4.76,648.53,47,47,0.000,0.000,3.240,0.000,0.000,82.110,32.440,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-09-05,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,518.92,16547.09,1103.829,32.968,17683.887,1240,1240,0.000,0.000,89.390,0.000,0.000,2370.140,1787.450,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-08-24,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,6209200000,0000,0000,De algodón,CO-COLOMBIA,NO APLICA,NO APLICA,"0109-CAN-COL.ACDO.MICIP-MINFIN #524(R.O #41 OCT-6-92), #33 R.O #123FEB-5-93",11-NUMERO DE UNIDADES,U-UNIDAD,84.37,4331,325.64,4.66,4661.3,406,406,0.000,0.000,23.280,0.000,0.000,562.160,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-09-24,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,1.981,324,17.1,3.41,344.51,5,5,0.000,0.000,1.720,0.000,0.000,45.680,34.460,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-08-07,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8523520000,0000,0000,TARJETAS INTELIGENTES (SMART CARDS),CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,1674,71637,0,38.01,71675.01,300000,300000,0.000,0.000,406.780,0.000,0.000,9811.500,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-07-19,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,6209200000,0000,0000,De algodón,KH-CAMBODIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,18.192,1006.7,58.644,10.653,1075.997,112,112,0.000,0.000,5.400,0.000,0.000,154.680,107.600,100.050
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-10-09,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8536419000,0000,0000,LOS DEMÁS,IL-ISRAEL,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,41.25,4210,0,8.01,4218.01,200,200,0.000,0.000,23.000,0.000,0.000,582.250,229.960,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-11-09,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,PH-FILIPINAS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.45,159.5,0,1.61,161.11,5,5,0.000,0.000,0.810,0.000,0.000,21.560,16.260,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-11-22,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,107.83,23408.14,0,93,23501.14,410,410,0.000,0.000,121.470,0.000,0.000,3221.250,2429.300,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-11-26,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,TW-TAIWAN,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,171.6,35314.38,0,26.482,35340.862,540,540,0.000,0.000,183.660,0.000,0.000,4869.930,3672.650,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-07-30,019-GUAYAQUIL - AEREO,75-ALMACEN ESPECIAL,3403990000,0000,0000,LAS DEMAS,NL-PAISES BAJOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,PZA-PIEZAS,17.8,609.05,0,6.793,615.843,17.8,1,0.000,0.000,3.430,0.000,0.000,86.850,34.300,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-12-10,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,4009220000,0000,0000,Con accesorios,TH-TAILANDIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.981,79.03,3.96,0.09,83.08,0.981,3,0.000,0.000,0.420,0.000,0.000,10.010,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-11-20,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,478.5,69999.13,1166.709,57.226,71223.065,1943,1943,0.000,0.000,356.130,0.000,0.000,9444.180,7122.310,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-11-12,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8536419000,0000,0000,LOS DEMÁS,FR-FRANCIA,NO APLICA,NO APLICA,0800-PROTOCOLO DE ADHESION DEL ECUADOR AL ACUERDO COMERCIAL MULTIPARTES CON LA UNIÓN EUROPEA,11-NUMERO DE UNIDADES,U-UNIDAD,0.44,75.85,3.09,0.79,79.73,3,3,0.000,0.000,0.390,0.000,0.000,9.620,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-12-05,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3403990000,0000,0000,LAS DEMAS,DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.05,10.65,0.17,0.01,10.83,0.14,2,0.000,0.000,0.050,0.000,0.000,1.370,0.540,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-10-05,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8523520000,0000,0000,TARJETAS INTELIGENTES (SMART CARDS),CA-CANADA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,1.5,8404.445,0,86.756,8491.201,3,3,0.000,0.000,43.810,0.000,0.000,1056.740,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-07-05,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8541409000,0000,0000,LOS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,38.272,8072.42,144.38,80.72,8297.52,11,11,0.000,0.000,41.480,0.000,0.000,1000.680,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-10-16,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,2.979,367.14,0,3.73,370.87,6,6,0.000,0.000,1.890,0.000,0.000,50.190,37.860,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-11-06,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,MY-MALAYSIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,1.964,336.1,0,3.37,339.47,11,11,0.000,0.000,1.730,0.000,0.000,45.440,34.270,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-07-19,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,6209200000,0000,0000,De algodón,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,36,2826.7,0,6.59,2833.29,529,529,0.000,0.000,17.540,0.000,0.000,488.690,350.630,198.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-12-12,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,5.475,2197.58,0,0,2197.58,2,2,0.000,0.000,11.240,0.000,0.000,297.950,224.700,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-11-16,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,TW-TAIWAN,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,8.48,12600.08,234.87,4.98,12839.93,210,210,0.000,0.000,64.200,0.000,0.000,1702.580,1284.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-07-31,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8541409000,0000,0000,LOS DEMAS,DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.1,373.32,77.34,3.73,454.39,1,1,0.000,0.000,2.270,0.000,0.000,54.800,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-11-16,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8536419000,0000,0000,LOS DEMÁS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,7.366,510.95,27.93,0.83,539.71,2,2,0.000,0.000,2.700,0.000,0.000,68.330,26.990,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-09-14,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,MX-MEXICO,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.422,143.98,37.32,1.82,183.12,2,2,0.000,0.000,0.920,0.000,0.000,24.280,18.320,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-08-27,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3215909000,0000,0000,"LAS DEMAS, SOLO: ACETATO ETILO,ACETONA,ETER ETÍLICO,TOLUENO,METIL ETIL CETONA,METIL ISOBUTIL,CETONA, HEXANO",GB-REINO UNIDO DE GRAN BRETAÑA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,5.4,787.18,0,1.021,788.201,5.737,6,0.000,0.000,4.440,0.000,0.000,112.600,44.470,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-09-25,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8536419000,0000,0000,LOS DEMÁS,JP-JAPON,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,3.462,577.242,16.329,1.442,595.013,4,4,0.000,0.000,2.970,0.000,0.000,75.330,29.750,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-12-18,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8419891000,0000,0000,Autoclaves,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,14.22,1340,0,13.81,1353.81,1,1,0.000,0.000,15.740,0.000,0.000,436.250,472.130,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-09-24,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3403990000,0000,0000,LAS DEMAS,GB-REINO UNIDO DE GRAN BRETAÑA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,31.903,511.14,0,11.16,522.3,7,7,0.000,0.000,5.640,0.000,0.000,142.750,56.380,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-12-20,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,PH-FILIPINAS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,4.346,688.92,0,6.95,695.87,22,22,0.000,0.000,3.520,0.000,0.000,93.420,70.450,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-09-24,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3910009000,0000,0000,Las demás,DE-ALEMANIA,NO APLICA,NO APLICA,0800-PROTOCOLO DE ADHESION DEL ECUADOR AL ACUERDO COMERCIAL MULTIPARTES CON LA UNIÓN EUROPEA,31-KILOGRAMO BRUTO,KG-KILOGRAMO ,0.8,4,24.433,0.284,28.717,0.8,0.8,0.000,0.000,0.140,0.000,0.000,3.460,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-09-26,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,MY-MALAYSIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,2.01,410.16,0,4.15,414.31,12,12,0.000,0.000,2.100,0.000,0.000,55.730,42.030,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-10-22,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3403990000,0000,0000,LAS DEMAS,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,PZA-PIEZAS,0.02,501.399,0.432,1.247,503.078,0.025,1,0.000,0.000,2.520,0.000,0.000,63.690,25.150,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-10-11,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8536419000,0000,0000,LOS DEMÁS,DE-ALEMANIA,NO APLICA,NO APLICA,0800-PROTOCOLO DE ADHESION DEL ECUADOR AL ACUERDO COMERCIAL MULTIPARTES CON LA UNIÓN EUROPEA,11-NUMERO DE UNIDADES,U-UNIDAD,13.916,950.87,62.7,0.064,1013.634,7,7,0.000,0.000,5.070,0.000,0.000,122.240,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-12-14,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,9603290000,0000,0000,LOS DEMAS,HK-HONG KONG,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.01,84,0.01,0.84,84.85,48,48,0.000,0.000,0.420,0.000,0.000,13.290,25.460,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-10-26,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8536419000,0000,0000,LOS DEMÁS,AT-AUSTRIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,PZA-PIEZAS,0.19,895.14,0,8.96,904.1,1,1,0.000,0.000,4.530,0.000,0.000,114.630,45.270,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-09-03,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8471700000,0000,0000,Unidades de memoria,US-ESTADOS UNIDOS,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,3,1899.9,87.58,2.268,1989.748,14,14,0.000,0.000,9.950,0.000,0.000,263.840,198.980,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-11-23,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8523520000,0000,0000,TARJETAS INTELIGENTES (SMART CARDS),CN-CHINA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,129.5,5120,1116.86,62.368,6299.228,1000,1000,0.000,0.000,31.500,0.000,0.000,759.690,0.000,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-12-10,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,7304490000,0000,0000,Los demás,CN-CHINA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,32.5,808.5,0,11.177,819.677,3300,3300,0.000,0.000,5.640,0.000,0.000,170.010,282.220,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-11-20,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,8413819000,0000,0000,Las demás,IT-ITALIA,NO APLICA,NO APLICA,NO APLICA,11-NUMERO DE UNIDADES,U-UNIDAD,0.853,1662.679,4.391,17.139,1684.209,3,3,0.000,0.000,8.680,0.000,0.000,219.690,86.760,0.000
IMP.GRAL.,10-SALIDA AUTORIZADA,2018-12-10,019-GUAYAQUIL - AEREO,10-IMPORTACION A CONSUMO,3917400000,0000,0000,Accesorios,DE-ALEMANIA,NO APLICA,NO APLICA,NO APLICA,31-KILOGRAMO BRUTO,U-UNIDAD,0.26,1129.62,0,11.7,1141.32,0.56,30,0.000,0.000,5.910,0.000,0.000,163.790,177.260,0.000
